Grupo de Prioridade;Cenário;Identificador;Grupo de Processo;Unidade de Negócio;Área de Negócio;Frente;Lider do Cenário;Meu Envolvimento;Situação x Planejamento;Qtde. Execuções Concluídas;Status;Gerado em
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0019_04 PLU_AGRO 0019 SAO CARLOS SP OV;PLUMA_AGRO.PPE.4053.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0023_04 PLU_AGRO 0023 SAO CARLOS SP OV;PLUMA_AGRO.PPE.2300.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0025_04 PLU_AGRO 0025 RIB BONITO SP OV;PLUMA_AGRO.PPE.4446.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0029_04 PLU_AGRO 0029 FORMOSA GO OVOS;PLUMA_AGRO.PPE.8114.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0035_04 PLU_AGRO 0035 BRASILIA DF OVOS;PLUMA_AGRO.PPE.4027.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0036_04 PLU_AGRO 0036 BRASILIA DF OVOS;PLUMA_AGRO.PPE.1997.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0039_04 PLU_AGRO 0039 BAURU SP OVOS FE;PLUMA_AGRO.PPE.4599.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0040_04 PLU_AGRO 0040 SAO CARLOS SP OV;PLUMA_AGRO.PPE.4587.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0043_04 PLU_AGRO 0043 FX DOS GUEDES SC;PLUMA_AGRO.PPE.4643.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0044_04 PLU_AGRO 0044 FX DOS GUEDES SC;PLUMA_AGRO.PPE.4073.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0046_04 PLU_AGRO 0046 CONCHAS SP OVOS;PLUMA_AGRO.PPE.8409.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0048_04 PLU_AGRO 0048 TOLEDO PR OVOS F;PLUMA_AGRO.PPE.4043.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0049_04 PLU_AGRO 0049 CASCAVEL PR OVOS;PLUMA_AGRO.PPE.4261.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0050_04 PLU_AGRO 0050 XANXERE SC OVOS;PLUMA_AGRO.PPE.7878.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0051_04 PLU_AGRO 0051 CRAVINHOS SP OVO;PLUMA_AGRO.PPE.1594.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0052_04 PLU_AGRO 0052 MORRO AGUDO SP O;PLUMA_AGRO.PPE.2128.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0053_04 PLU_AGRO 0053 XANXERE SC OVOS;PLUMA_AGRO.PPE.7783.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0054_04 PLU_AGRO 0054 MONDAI SC OVOS F;PLUMA_AGRO.PPE.2429.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0055_04 PLU_AGRO 0055 BRASILIA DF OVOS;PLUMA_AGRO.PPE.5521.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0060_04 PLU_AGRO 0060 PONTE SERRADA SC;PLUMA_AGRO.PPE.4884.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0061_04 PLU_AGRO 0061 OURO VERDE SC OV;PLUMA_AGRO.PPE.5887.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0063_04 PLU_AGRO 0063 SAO JOAO D'AL GO;PLUMA_AGRO.PPE.6620.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0064_04 PLU_AGRO 0064 ITAP D'OESTE PR;PLUMA_AGRO.PPE.8367.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0065_04 PLU_AGRO 0065 BRASILIA DF OVOS;PLUMA_AGRO.PPE.6644.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0066_04 PLU_AGRO 0066 FX DOS GUEDES SC;PLUMA_AGRO.PPE.6721.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0067_04 PLU_AGRO 0067 PASSOS MAIA SC O;PLUMA_AGRO.PPE.6233.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0069_04 PLU_AGRO 0069 BRASILIA DF OVOS;PLUMA_AGRO.PPE.5694.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0070_04 PLU_AGRO 0070 ENEAS MARQUES PR;PLUMA_AGRO.PPE.7484.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0075_04 PLU_AGRO 0075 ESPIGAO ALTO PR;PLUMA_AGRO.PPE.8237.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0076_04 PLU_AGRO 0076 BOM SUCESSO PR O;PLUMA_AGRO.PPE.4830.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0077_04 PLU_AGRO 0077 RENASCENCA PR OV;PLUMA_AGRO.PPE.5889.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0078_04 PLU_AGRO 0078 DOIS VIZINHOS PR;PLUMA_AGRO.PPE.6707.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0079_04 PLU_AGRO 0079 DOIS VIZINHOS PR;PLUMA_AGRO.PPE.5120.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0080_04 PLU_AGRO 0080 PEDERNEIRAS SP O;PLUMA_AGRO.PPE.7581.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0081_04 PLU_AGRO 0081 VERE PR OVOS FER;PLUMA_AGRO.PPE.5280.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0082_04 PLU_AGRO 0082 AREALVA SP OVOS;PLUMA_AGRO.PPE.8001.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0083_04 PLU_AGRO 0083 PEDERNEIRAS SP O;PLUMA_AGRO.PPE.5578.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0085_04 PLU_AGRO 0085 SANTO ANTONIO DO;PLUMA_AGRO.PPE.6552.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0086_04 PLU_AGRO 0086 BORACEIA SP OVOS;PLUMA_AGRO.PPE.5681.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0088_04 PLU_AGRO 0088 MINEIROS GO OVOS;PLUMA_AGRO.PPE.6333.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0089_04 PLU_AGRO 0089 BRODOWSKI SP OVO;PLUMA_AGRO.PPE.6685.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0092_04 PLU_AGRO 0092 MINEIROS GO OVOS;PLUMA_AGRO.PPE.6467.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0093_04 PLU_AGRO 0093 MINEIROS GO OVOS;PLUMA_AGRO.PPE.6786.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0094_04 PLU_AGRO 0094 CAFEZAL DO SUL P;PLUMA_AGRO.PPE.5778.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0095_04 PLU_AGRO 0095 CAMPO VERDE MT O;PLUMA_AGRO.PPE.6008.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0402_04 PLUSV_AGRO 0002 UMUARAMA PR OV;PLUSVAL.PPE.1172.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0410_04 PLUSV_AGRO 0010 MR HELENA PR O;PLUSVAL.PPE.0786.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0411_04 PLUSV_AGRO 0011 RONCADOR PR OV;PLUSVAL.PPE.1086.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0414_04 PLUSV_AGRO 0014 UMUARAMA PR OV;PLUSVAL.PPE.1001.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0418_04 PLUSV_AGRO 0018 PEROLA PR OVOS;PLUSVAL.PPE.0679.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0419_04 PLUSV_AGRO 0019 RONCADOR PR OV;PLUSVAL.PPE.0745.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0420_04 PLUSV_AGRO 0020 PEROBAL PR OVO;PLUSVAL.PPE.1189.V2;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0421_04 PLUSV_AGRO 0021 CAF DO SUL PR;PLUSVAL.PPE.1508.V1;Planejamento de Produção ao Estoque;PLUSVAL AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0502_04 CASS_AGRO 0002 CASSILANDIA MS;CASSILANDIA.PPE.0345.V1;Planejamento de Produção ao Estoque;CASSILANDIA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0505_04 CASS_AGRO 0005 CASSILANDIA MS;CASSILANDIA.PPE.0326.V1;Planejamento de Produção ao Estoque;CASSILANDIA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0902_04 PLU_GEN 0002 SAO CARLOS SP OVO;PLUMA_GEN.PPE.0340.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0903_04 PLU_GEN 0003 BIRIGUI SP OVOS F;PLUMA_GEN.PPE.0192.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0904_04 PLU_GEN 0004 CAMPINA GRANDE PB;PLUMA_GEN.PPE.0363.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0906_04 PLU_GEN 0006 SAO CARLOS SP OVO;PLUMA_GEN.PPE.0783.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0907_04 PLU_GEN 0007 POMBOS PE OVOS FE;PLUMA_GEN.PPE.0883.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0908_04 PLU_GEN 0008 SAO CARLOS SP OVO;PLUMA_GEN.PPE.0258.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 0909_04 PLU_GEN 0009 ITIRAPINA SP OVOS;PLUMA_GEN.PPE.0891.V2;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 260 - Indicadores Gerenciais (Lotes Fechados Produção) - 903_06 PLU_GEN 903 BIROGUI SP;PLUMA_GEN.PPE.1251.V1;Planejamento de Produção ao Estoque;PLUMA GENETICS LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 30 - Pagamento Produtor Mensal (Recria) - PLU_AGRO 0005 SAO CARLOS SP OVOS FERTEIS;PLUMA_AGRO.PPE.8548.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 30 - Pagamento Produtor Mensal (Recria) - PLU_AGRO 0012 CASA BRANCA SP OVOS FERTEIS;PLUMA_AGRO.PPE.8621.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 30 - Pagamento Produtor Mensal (Recria) - PLU_AGRO 0037 RINCAO SP OVOS FERTEIS;PLUMA_AGRO.PPE.8488.V1;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Luiz Antonio Carrasco Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 30 - Pagamento Produtor Mensal (Recria) - 0001_04 PLU_AGRO 0001 DOIS VIZINHOS PR OVOS FERTEIS;PLUMA_AGRO.PPE.0806.V12;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0002_04 PLU_AGRO 0002 DOIS VIZINHOS PR OVOS FERTEIS;PLUMA_AGRO.PPE.4242.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 30 - Pagamento Produtor Mensal (Recria) - 0004_04 PLU_AGRO 0004 FAXINAL DOS GUEDES SC OVOS FERT;PLUMA_AGRO.PPE.3362.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;APO 30 - Pagamento Produtor Mensal (Recria) - 0005_04 PLU_AGRO 0005 SAO CARLOS SP OVOS FERTEIS;PLUMA_AGRO.PPE.3566.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0007_04 PLU_AGRO 0007 SDD DO IGUACU PR OVOS FERTEIS;PLUMA_AGRO.PPE.3075.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0008_04 PLU_AGRO 0008 ENEAS MARQUES PR OVOS FERTEIS;PLUMA_AGRO.PPE.3206.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0009_04 PLU_AGRO 0009 PARDINHO SP OVOS FERTEIS;PLUMA_AGRO.PPE.2994.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0010_04 PLU_AGRO 0010 SAO CARLOS SP OVOS FERTEIS;PLUMA_AGRO.PPE.1785.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0011_04 PLU_AGRO 0011 RIB BONITO SP OVOS FERTEIS;PLUMA_AGRO.PPE.3695.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;APO 30 - Pagamento Produtor Mensal (Recria) - 0014_04 PLU_AGRO 0014 CRZ DO IGUACU PR OVOS FERTEIS;PLUMA_AGRO.PPE.2561.V2;Planejamento de Produção ao Estoque;PLUMA AGROAVICOLA LTDA;Matrizes;Matrizes;Volnei Pereira;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
